departamento,municipio,universidad,semestre,programa,rol,edad,sexo,orientacion,identidad,discapacidad,etnia,religion,estado_civil,origen,estrato,target_vg,target_frecuencia,target_denuncia,target_apoyoU,target_percepcion,target_semestre,target_programa,target_rol,target_rangoEdad,target_sexo,target_orientacion,target_identidad,target_discapacidad,target_etnia,target_religion,target_estadoCivil,target_origen,target_estrato
Antioquia,Bogotá,Universidad A,Cuarto,Derecho,Estudiante,40,macho,lesbiana,mujer,intelectuales,ninguna,ateismo,divorciado,otroDepartamento,5,0,casinunca,1,1,mala,Segundo,AdministracionEmpresas,Estudiante,mayores40,hembra,bisexual,mujer,multiples,afrocolombianos,evangelismo,viudo,otroDepartamento,3
Antioquia,Cali,Universidad A,Segundo,Psicologia,Externo,36,macho,otra,mujer,intelectuales,indigena,cristianismo,soltero,otroMunicipio,1,0,siempre,1,1,regular,Sexto,IngenieriaSistemas,Administrativx,entre18y25,intersexual,bisexual,mujer,multiples,indigena,agnosticismo,viudo,otroPais,4
Boyacá,Tunja,Universidad A,Segundo,Derecho,Administrativx,35,intersexual,lesbiana,hombre,fisicas,ninguna,otra,divorciado,otroPais,6,1,casisiempre,1,0,muyMala,Segundo,IngenieriaSistemas,Estudiante,entre18y25,hembra,gay,mujer,fisicas,ninguna,otra,divorciado,otroDepartamento,1
Valle del Cauca,Medellín,Universidad B,Segundo,Derecho,Externo,29,hembra,lesbiana,mujer,sensoriales,gitanos,catolicismo,unionLibre,municipioLocal,2,0,puntomedio,0,1,muyMala,Séptimo,ContaduriaPublica,Docente,entre18y25,intersexual,otra,hombre,intelectuales,ninguna,otra,casado,otroDepartamento,1
Valle del Cauca,Montería,Universidad A,Cuarto,ContaduriaPublica,Docente,45,intersexual,lesbiana,mujer,psicosociales,raizales,otra,divorciado,otroPais,2,0,casisiempre,1,0,muyBuena,Segundo,IngenieriaSistemas,Docente,mayores40,intersexual,lesbiana,otra,intelectuales,afrocolombianos,cristianismo,divorciado,otroDepartamento,1
Antioquia,Cali,Universidad B,Primero,ContaduriaPublica,Docente,45,macho,gay,otra,fisicas,afrocolombianos,ateismo,viudo,otroDepartamento,2,0,nunca,1,1,muyMala,Tercero,AdministracionEmpresas,Estudiante,entre26y40,macho,hetero,hombre,psicosociales,gitanos,cristianismo,viudo,otroPais,1
Valle del Cauca,Bogotá,Universidad B,Cuarto,IngenieriaSistemas,Estudiante,50,intersexual,lesbiana,mujer,sensoriales,afrocolombianos,agnosticismo,divorciado,municipioLocal,4,1,casinunca,1,0,muyMala,Noveno,IngenieriaSistemas,Administrativx,entre18y25,hembra,otra,mujer,intelectuales,indigena,ateismo,unionLibre,municipioLocal,2
Valle del Cauca,Bogotá,Universidad B,Segundo,AdministracionEmpresas,Docente,36,hembra,lesbiana,otra,multiples,indigena,otra,casado,otroMunicipio,5,1,nunca,0,1,buena,Cuarto,ContaduriaPublica,Administrativx,entre26y40,intersexual,otra,mujer,sensoriales,ninguna,catolicismo,casado,municipioLocal,6
Antioquia,Cali,Universidad C,Quinto,Derecho,Administrativx,45,intersexual,gay,mujer,ninguna,afrocolombianos,evangelismo,soltero,otroPais,1,0,casisiempre,0,0,buena,Quinto,IngenieriaSistemas,Administrativx,entre18y25,hembra,hetero,otra,ninguna,raizales,catolicismo,divorciado,otroPais,6
Valle del Cauca,Bogotá,Universidad A,Tercero,AdministracionEmpresas,Docente,54,macho,gay,mujer,sensoriales,afrocolombianos,agnosticismo,viudo,municipioLocal,1,0,siempre,0,0,regular,Noveno,IngenieriaSistemas,Docente,entre26y40,hembra,lesbiana,otra,multiples,afrocolombianos,catolicismo,soltero,otroPais,3
Córdoba,Tunja,Universidad A,Octavo,IngenieriaSistemas,Estudiante,43,macho,otra,mujer,fisicas,raizales,ateismo,unionLibre,municipioLocal,6,0,casinunca,1,0,regular,Séptimo,ContaduriaPublica,Administrativx,entre18y25,hembra,hetero,otra,psicosociales,gitanos,ateismo,divorciado,otroMunicipio,3
Cundinamarca,Medellín,Universidad B,Cuarto,Derecho,Externo,52,intersexual,bisexual,hombre,intelectuales,raizales,otra,soltero,otroDepartamento,2,0,casinunca,1,0,buena,Octavo,IngenieriaSistemas,Externo,entre26y40,intersexual,lesbiana,hombre,multiples,gitanos,catolicismo,viudo,municipioLocal,3
Cundinamarca,Tunja,Universidad B,Primero,Derecho,Externo,51,hembra,hetero,otra,psicosociales,gitanos,catolicismo,soltero,otroDepartamento,5,0,casisiempre,0,0,muyBuena,Tercero,Psicologia,Externo,menores18,macho,gay,otra,fisicas,afrocolombianos,cristianismo,viudo,otroDepartamento,4
Antioquia,Bogotá,Universidad A,Primero,AdministracionEmpresas,Docente,52,intersexual,hetero,hombre,ninguna,indigena,otra,casado,otroPais,5,0,nunca,1,0,buena,Cuarto,IngenieriaSistemas,Administrativx,mayores40,hembra,lesbiana,mujer,intelectuales,gitanos,evangelismo,soltero,otroDepartamento,2
Boyacá,Montería,Universidad B,Décimo,Psicologia,Administrativx,57,hembra,lesbiana,mujer,multiples,afrocolombianos,otra,casado,otroMunicipio,6,0,casisiempre,1,0,regular,Séptimo,Derecho,Externo,entre18y25,intersexual,otra,mujer,fisicas,ninguna,evangelismo,casado,municipioLocal,3
Antioquia,Medellín,Universidad A,Tercero,ContaduriaPublica,Estudiante,33,hembra,otra,hombre,ninguna,gitanos,cristianismo,casado,municipioLocal,3,0,casinunca,0,1,mala,Cuarto,Derecho,Estudiante,mayores40,hembra,gay,mujer,psicosociales,gitanos,evangelismo,viudo,otroPais,3
Boyacá,Medellín,Universidad C,Noveno,Psicologia,Administrativx,55,intersexual,lesbiana,otra,ninguna,indigena,otra,viudo,otroDepartamento,5,0,casisiempre,1,1,muyMala,Segundo,Psicologia,Administrativx,entre18y25,macho,bisexual,hombre,ninguna,indigena,catolicismo,casado,otroMunicipio,1
Cundinamarca,Cali,Universidad B,Séptimo,AdministracionEmpresas,Estudiante,30,hembra,hetero,mujer,sensoriales,afrocolombianos,ateismo,divorciado,otroPais,5,1,casinunca,1,1,mala,Décimo,IngenieriaSistemas,Administrativx,menores18,hembra,gay,otra,sensoriales,raizales,evangelismo,casado,otroDepartamento,1
Antioquia,Cali,Universidad A,Segundo,ContaduriaPublica,Docente,40,macho,gay,hombre,fisicas,afrocolombianos,catolicismo,soltero,otroDepartamento,1,0,nunca,0,1,mala,Sexto,AdministracionEmpresas,Administrativx,menores18,intersexual,lesbiana,otra,intelectuales,ninguna,otra,divorciado,otroMunicipio,1
Córdoba,Montería,Universidad B,Noveno,Psicologia,Estudiante,39,intersexual,bisexual,hombre,fisicas,raizales,ateismo,divorciado,otroPais,6,0,siempre,1,1,muyMala,Noveno,IngenieriaSistemas,Estudiante,mayores40,hembra,gay,otra,fisicas,afrocolombianos,catolicismo,casado,otroDepartamento,3
Valle del Cauca,Medellín,Universidad A,Décimo,ContaduriaPublica,Estudiante,33,hembra,otra,otra,ninguna,ninguna,evangelismo,divorciado,otroDepartamento,5,1,siempre,0,1,buena,Segundo,Derecho,Estudiante,entre18y25,hembra,gay,otra,ninguna,raizales,otra,viudo,otroDepartamento,1
Boyacá,Montería,Universidad A,Segundo,Derecho,Docente,45,macho,gay,hombre,psicosociales,indigena,agnosticismo,casado,otroMunicipio,5,0,casisiempre,1,0,muyBuena,Primero,ContaduriaPublica,Administrativx,entre26y40,hembra,bisexual,mujer,intelectuales,ninguna,cristianismo,viudo,municipioLocal,3
Valle del Cauca,Cali,Universidad B,Tercero,Psicologia,Administrativx,52,intersexual,bisexual,otra,fisicas,afrocolombianos,otra,divorciado,municipioLocal,1,1,casinunca,1,1,mala,Octavo,Psicologia,Docente,entre18y25,macho,lesbiana,hombre,multiples,raizales,otra,unionLibre,otroDepartamento,4
Valle del Cauca,Cali,Universidad C,Décimo,ContaduriaPublica,Docente,25,macho,otra,mujer,ninguna,indigena,cristianismo,soltero,otroDepartamento,5,0,siempre,1,0,muyBuena,Primero,ContaduriaPublica,Docente,entre26y40,hembra,otra,otra,sensoriales,gitanos,cristianismo,casado,otroMunicipio,4
Antioquia,Medellín,Universidad A,Segundo,ContaduriaPublica,Estudiante,39,macho,otra,mujer,fisicas,gitanos,catolicismo,soltero,municipioLocal,1,0,casinunca,0,1,regular,Primero,AdministracionEmpresas,Externo,mayores40,intersexual,gay,mujer,ninguna,afrocolombianos,ateismo,unionLibre,otroMunicipio,5
Valle del Cauca,Tunja,Universidad A,Tercero,ContaduriaPublica,Docente,38,macho,hetero,hombre,psicosociales,gitanos,cristianismo,unionLibre,otroPais,3,1,nunca,0,1,mala,Tercero,IngenieriaSistemas,Estudiante,mayores40,hembra,hetero,mujer,intelectuales,afrocolombianos,ateismo,divorciado,municipioLocal,2
Córdoba,Bogotá,Universidad A,Sexto,Psicologia,Estudiante,43,hembra,gay,mujer,multiples,ninguna,cristianismo,viudo,otroMunicipio,4,0,casisiempre,0,0,regular,Quinto,AdministracionEmpresas,Externo,menores18,hembra,otra,hombre,sensoriales,indigena,otra,unionLibre,otroDepartamento,1
Valle del Cauca,Cali,Universidad C,Noveno,IngenieriaSistemas,Docente,57,intersexual,otra,mujer,ninguna,afrocolombianos,cristianismo,divorciado,municipioLocal,1,1,casinunca,1,1,buena,Noveno,ContaduriaPublica,Externo,entre26y40,hembra,gay,otra,ninguna,gitanos,agnosticismo,casado,otroMunicipio,6
Antioquia,Cali,Universidad C,Noveno,Psicologia,Externo,38,intersexual,otra,hombre,intelectuales,raizales,otra,viudo,otroDepartamento,1,0,casisiempre,0,0,mala,Décimo,IngenieriaSistemas,Administrativx,entre18y25,macho,otra,hombre,multiples,indigena,cristianismo,viudo,otroPais,1
Córdoba,Tunja,Universidad B,Séptimo,AdministracionEmpresas,Externo,42,hembra,bisexual,mujer,intelectuales,afrocolombianos,catolicismo,viudo,municipioLocal,5,0,casinunca,1,0,regular,Segundo,AdministracionEmpresas,Docente,menores18,intersexual,hetero,otra,multiples,indigena,catolicismo,divorciado,municipioLocal,2
Cundinamarca,Tunja,Universidad C,Tercero,Psicologia,Docente,58,intersexual,hetero,hombre,ninguna,indigena,catolicismo,viudo,municipioLocal,1,0,casinunca,0,0,regular,Primero,Derecho,Externo,mayores40,hembra,otra,hombre,fisicas,gitanos,agnosticismo,casado,otroPais,2
Valle del Cauca,Montería,Universidad B,Cuarto,ContaduriaPublica,Administrativx,18,macho,lesbiana,otra,sensoriales,gitanos,cristianismo,viudo,otroPais,6,0,nunca,0,1,buena,Primero,Derecho,Administrativx,menores18,intersexual,otra,otra,psicosociales,ninguna,cristianismo,divorciado,otroMunicipio,5
Antioquia,Montería,Universidad B,Sexto,Derecho,Estudiante,23,intersexual,hetero,otra,multiples,indigena,agnosticismo,soltero,otroMunicipio,2,0,casisiempre,0,1,muyBuena,Octavo,Psicologia,Estudiante,entre18y25,intersexual,hetero,otra,fisicas,indigena,catolicismo,soltero,otroPais,2
Cundinamarca,Bogotá,Universidad C,Quinto,Psicologia,Externo,40,hembra,lesbiana,otra,sensoriales,ninguna,otra,divorciado,otroMunicipio,2,0,puntomedio,1,1,muyBuena,Décimo,Derecho,Externo,entre18y25,macho,hetero,hombre,sensoriales,raizales,cristianismo,casado,municipioLocal,3
Cundinamarca,Bogotá,Universidad B,Segundo,Psicologia,Administrativx,40,macho,gay,hombre,intelectuales,gitanos,otra,unionLibre,municipioLocal,3,0,casinunca,1,0,mala,Décimo,Derecho,Docente,mayores40,intersexual,hetero,otra,fisicas,ninguna,cristianismo,soltero,otroPais,1
Boyacá,Medellín,Universidad C,Sexto,ContaduriaPublica,Estudiante,60,hembra,gay,hombre,psicosociales,raizales,ateismo,viudo,municipioLocal,1,0,casinunca,0,1,buena,Décimo,ContaduriaPublica,Estudiante,menores18,hembra,bisexual,hombre,ninguna,gitanos,catolicismo,unionLibre,otroMunicipio,2
Córdoba,Montería,Universidad B,Tercero,Derecho,Externo,60,macho,otra,mujer,ninguna,gitanos,otra,unionLibre,otroPais,6,1,siempre,0,1,mala,Segundo,Derecho,Administrativx,entre26y40,macho,hetero,hombre,intelectuales,afrocolombianos,cristianismo,casado,otroPais,3
Valle del Cauca,Cali,Universidad C,Octavo,Derecho,Externo,40,macho,gay,mujer,fisicas,afrocolombianos,cristianismo,soltero,municipioLocal,5,0,casisiempre,1,0,muyBuena,Noveno,Derecho,Estudiante,entre26y40,macho,otra,otra,ninguna,ninguna,cristianismo,soltero,otroPais,2
Antioquia,Montería,Universidad C,Segundo,AdministracionEmpresas,Docente,49,intersexual,otra,mujer,intelectuales,afrocolombianos,evangelismo,soltero,otroPais,5,1,puntomedio,0,1,buena,Noveno,ContaduriaPublica,Externo,entre26y40,intersexual,hetero,otra,fisicas,indigena,cristianismo,viudo,otroPais,6
Boyacá,Cali,Universidad B,Primero,Psicologia,Estudiante,47,macho,hetero,mujer,multiples,gitanos,cristianismo,casado,otroMunicipio,4,0,nunca,1,0,muyMala,Segundo,Derecho,Estudiante,entre18y25,macho,gay,hombre,psicosociales,raizales,ateismo,unionLibre,otroDepartamento,3
Córdoba,Tunja,Universidad A,Noveno,Derecho,Administrativx,30,hembra,gay,mujer,intelectuales,ninguna,catolicismo,viudo,otroMunicipio,3,0,puntomedio,1,0,buena,Tercero,Derecho,Estudiante,menores18,intersexual,hetero,mujer,ninguna,gitanos,evangelismo,casado,otroMunicipio,4
Boyacá,Montería,Universidad B,Tercero,Derecho,Administrativx,60,intersexual,hetero,hombre,multiples,afrocolombianos,otra,casado,otroPais,6,1,nunca,1,0,buena,Segundo,Psicologia,Estudiante,entre26y40,intersexual,hetero,hombre,ninguna,afrocolombianos,cristianismo,casado,otroPais,3
Córdoba,Tunja,Universidad C,Primero,IngenieriaSistemas,Administrativx,35,hembra,hetero,hombre,multiples,afrocolombianos,otra,unionLibre,municipioLocal,6,0,puntomedio,1,1,muyMala,Sexto,Derecho,Docente,menores18,macho,lesbiana,mujer,ninguna,raizales,catolicismo,viudo,otroMunicipio,5
Córdoba,Bogotá,Universidad A,Séptimo,IngenieriaSistemas,Estudiante,40,macho,gay,otra,ninguna,raizales,ateismo,divorciado,otroMunicipio,5,0,puntomedio,1,0,regular,Séptimo,Derecho,Externo,mayores40,hembra,otra,mujer,psicosociales,afrocolombianos,otra,viudo,otroPais,3
Valle del Cauca,Bogotá,Universidad B,Décimo,Derecho,Administrativx,32,hembra,hetero,otra,multiples,gitanos,evangelismo,casado,otroDepartamento,4,0,casisiempre,1,0,regular,Sexto,Psicologia,Administrativx,entre26y40,intersexual,otra,hombre,ninguna,gitanos,cristianismo,soltero,municipioLocal,2
Córdoba,Medellín,Universidad B,Quinto,AdministracionEmpresas,Administrativx,50,hembra,gay,otra,sensoriales,afrocolombianos,otra,soltero,otroPais,5,0,siempre,1,0,regular,Tercero,ContaduriaPublica,Docente,menores18,macho,gay,hombre,sensoriales,ninguna,ateismo,soltero,municipioLocal,4
Boyacá,Montería,Universidad B,Quinto,Derecho,Administrativx,38,macho,gay,otra,psicosociales,ninguna,ateismo,viudo,otroMunicipio,4,0,puntomedio,1,0,muyBuena,Tercero,Derecho,Externo,entre18y25,macho,bisexual,hombre,multiples,indigena,ateismo,soltero,municipioLocal,4
Córdoba,Tunja,Universidad A,Primero,ContaduriaPublica,Docente,56,intersexual,gay,hombre,intelectuales,indigena,ateismo,unionLibre,otroMunicipio,2,1,casinunca,0,0,buena,Segundo,AdministracionEmpresas,Administrativx,mayores40,intersexual,lesbiana,mujer,psicosociales,gitanos,otra,divorciado,otroPais,3
Valle del Cauca,Cali,Universidad C,Noveno,Psicologia,Docente,40,hembra,lesbiana,hombre,psicosociales,gitanos,evangelismo,soltero,otroMunicipio,6,0,casinunca,0,0,muyMala,Segundo,ContaduriaPublica,Administrativx,mayores40,intersexual,gay,hombre,sensoriales,raizales,cristianismo,unionLibre,otroMunicipio,2
Valle del Cauca,Bogotá,Universidad B,Séptimo,AdministracionEmpresas,Estudiante,44,macho,hetero,hombre,fisicas,raizales,cristianismo,divorciado,otroDepartamento,2,1,casinunca,0,1,muyBuena,Quinto,ContaduriaPublica,Administrativx,mayores40,intersexual,gay,hombre,psicosociales,ninguna,agnosticismo,casado,municipioLocal,4
Boyacá,Bogotá,Universidad B,Octavo,ContaduriaPublica,Estudiante,35,intersexual,bisexual,mujer,intelectuales,afrocolombianos,cristianismo,viudo,otroDepartamento,5,0,siempre,1,0,muyMala,Octavo,Derecho,Externo,mayores40,intersexual,otra,otra,psicosociales,afrocolombianos,otra,unionLibre,otroDepartamento,6
Cundinamarca,Cali,Universidad B,Noveno,AdministracionEmpresas,Administrativx,41,intersexual,gay,mujer,psicosociales,ninguna,cristianismo,divorciado,otroDepartamento,3,0,puntomedio,1,1,muyBuena,Sexto,Psicologia,Administrativx,entre18y25,hembra,lesbiana,otra,multiples,ninguna,evangelismo,viudo,municipioLocal,3
Cundinamarca,Tunja,Universidad B,Sexto,ContaduriaPublica,Docente,57,intersexual,hetero,otra,psicosociales,gitanos,agnosticismo,divorciado,municipioLocal,1,0,nunca,0,1,muyBuena,Noveno,ContaduriaPublica,Administrativx,entre18y25,hembra,otra,otra,intelectuales,ninguna,catolicismo,unionLibre,municipioLocal,3
Córdoba,Tunja,Universidad B,Quinto,Psicologia,Externo,59,hembra,otra,mujer,ninguna,ninguna,cristianismo,viudo,otroPais,3,1,nunca,0,0,muyBuena,Quinto,Psicologia,Docente,entre26y40,hembra,bisexual,hombre,sensoriales,raizales,catolicismo,unionLibre,otroDepartamento,3
Antioquia,Montería,Universidad C,Sexto,Psicologia,Externo,24,hembra,gay,hombre,ninguna,ninguna,evangelismo,viudo,municipioLocal,3,1,casisiempre,0,0,muyMala,Décimo,AdministracionEmpresas,Administrativx,entre18y25,hembra,otra,hombre,psicosociales,indigena,catolicismo,soltero,municipioLocal,4
Córdoba,Montería,Universidad C,Segundo,IngenieriaSistemas,Administrativx,37,hembra,gay,otra,fisicas,raizales,agnosticismo,divorciado,otroDepartamento,1,0,siempre,1,1,mala,Cuarto,Psicologia,Estudiante,entre18y25,macho,hetero,hombre,psicosociales,ninguna,catolicismo,viudo,otroPais,1
Boyacá,Medellín,Universidad B,Cuarto,ContaduriaPublica,Administrativx,44,intersexual,bisexual,otra,multiples,gitanos,cristianismo,unionLibre,otroPais,6,0,puntomedio,1,0,muyBuena,Noveno,IngenieriaSistemas,Docente,mayores40,intersexual,otra,mujer,fisicas,ninguna,ateismo,unionLibre,otroPais,2
Boyacá,Bogotá,Universidad A,Tercero,IngenieriaSistemas,Docente,23,hembra,lesbiana,mujer,intelectuales,afrocolombianos,agnosticismo,viudo,municipioLocal,2,0,casinunca,1,0,regular,Décimo,Psicologia,Docente,entre18y25,macho,hetero,mujer,ninguna,indigena,evangelismo,casado,municipioLocal,5
Boyacá,Montería,Universidad C,Séptimo,ContaduriaPublica,Docente,44,macho,lesbiana,otra,ninguna,raizales,evangelismo,soltero,municipioLocal,2,0,siempre,0,0,buena,Quinto,ContaduriaPublica,Externo,mayores40,macho,gay,otra,intelectuales,indigena,cristianismo,soltero,otroMunicipio,5
Boyacá,Tunja,Universidad A,Noveno,IngenieriaSistemas,Docente,26,hembra,gay,mujer,intelectuales,afrocolombianos,cristianismo,casado,municipioLocal,6,0,siempre,1,1,mala,Primero,Psicologia,Administrativx,menores18,hembra,bisexual,mujer,multiples,afrocolombianos,cristianismo,unionLibre,otroMunicipio,2
Boyacá,Cali,Universidad C,Quinto,Psicologia,Estudiante,48,hembra,hetero,mujer,fisicas,indigena,catolicismo,unionLibre,otroDepartamento,1,1,puntomedio,0,1,mala,Quinto,Psicologia,Estudiante,menores18,macho,hetero,mujer,sensoriales,afrocolombianos,agnosticismo,viudo,municipioLocal,1
Valle del Cauca,Tunja,Universidad B,Sexto,AdministracionEmpresas,Estudiante,38,intersexual,otra,otra,ninguna,ninguna,otra,viudo,otroMunicipio,4,0,casisiempre,1,1,muyMala,Quinto,IngenieriaSistemas,Estudiante,menores18,hembra,bisexual,mujer,psicosociales,indigena,cristianismo,casado,otroDepartamento,2
Cundinamarca,Bogotá,Universidad C,Décimo,IngenieriaSistemas,Administrativx,43,hembra,otra,mujer,ninguna,indigena,evangelismo,viudo,otroPais,3,1,casisiempre,0,1,mala,Quinto,IngenieriaSistemas,Administrativx,menores18,intersexual,otra,otra,ninguna,gitanos,evangelismo,viudo,otroPais,3
Boyacá,Tunja,Universidad B,Segundo,ContaduriaPublica,Estudiante,57,macho,hetero,mujer,multiples,ninguna,ateismo,unionLibre,otroDepartamento,5,0,casisiempre,0,0,muyMala,Segundo,Derecho,Administrativx,menores18,hembra,otra,otra,sensoriales,indigena,cristianismo,viudo,otroPais,6
Antioquia,Medellín,Universidad C,Tercero,ContaduriaPublica,Docente,30,intersexual,gay,mujer,intelectuales,raizales,ateismo,casado,otroPais,2,0,casinunca,0,0,muyMala,Sexto,ContaduriaPublica,Externo,menores18,intersexual,gay,mujer,multiples,afrocolombianos,ateismo,viudo,otroPais,2
Antioquia,Bogotá,Universidad B,Tercero,Psicologia,Docente,40,macho,otra,mujer,intelectuales,afrocolombianos,evangelismo,divorciado,otroDepartamento,6,0,casinunca,0,0,regular,Quinto,Derecho,Estudiante,menores18,hembra,otra,hombre,intelectuales,raizales,otra,divorciado,municipioLocal,2
Antioquia,Cali,Universidad B,Noveno,ContaduriaPublica,Estudiante,37,intersexual,lesbiana,otra,intelectuales,afrocolombianos,ateismo,soltero,municipioLocal,5,1,puntomedio,1,0,muyBuena,Segundo,IngenieriaSistemas,Docente,mayores40,macho,hetero,otra,fisicas,raizales,cristianismo,casado,otroPais,6
Antioquia,Medellín,Universidad B,Séptimo,Derecho,Externo,54,intersexual,hetero,hombre,multiples,raizales,evangelismo,viudo,municipioLocal,1,1,casisiempre,0,0,mala,Décimo,Psicologia,Externo,mayores40,macho,gay,mujer,intelectuales,ninguna,catolicismo,viudo,municipioLocal,4
Valle del Cauca,Bogotá,Universidad B,Octavo,AdministracionEmpresas,Administrativx,45,hembra,bisexual,hombre,ninguna,gitanos,catolicismo,casado,otroMunicipio,5,0,puntomedio,0,0,muyBuena,Octavo,IngenieriaSistemas,Externo,mayores40,hembra,bisexual,hombre,fisicas,raizales,catolicismo,divorciado,municipioLocal,5
